# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot dEdtnow
0.000 2.970297 0.000000 0.000000 0.000000 0.574485 0.000000 -5.697252e-17 -2.784077e-19 1.930000e-01 -1.185846e-20 -6.882143e-22 5.600036e-05 1.966659e-04 2.700147e-04 2.901573e-04 -1.694066e-20 -3.176374e-21 -3.388132e-21 5.40403e-06 6.91139e-31 -1.9466027509e-04 -1.8925624035e-04 6.0362285338e-33 
1.000 2.914031 0.571001 -0.000010 -0.112090 0.563960 -0.000025 6.806281e-05 -3.750526e-04 1.929028e-01 1.074026e-08 -1.122641e-07 5.588058e-05 1.989105e-04 2.668393e-04 2.896824e-04 -1.382468e-05 -5.829041e-08 -4.138419e-08 5.38978e-06 5.07397e-04 -1.9485530156e-04 3.1793180704e-04 2.6534167687e-04 
2.002 2.747251 1.121898 -0.000059 -0.219689 0.532124 -0.000073 1.849648e-04 -7.602510e-04 1.925457e-01 4.217149e-08 -2.182384e-07 5.577455e-05 2.066089e-04 2.591167e-04 2.896689e-04 -2.559977e-05 -8.574393e-08 -8.053217e-08 5.36966e-06 8.17307e-04 -1.9486041794e-04 6.2781643528e-04 1.5828460603e-04 
3.002 2.477211 1.629561 -0.000155 -0.318712 0.479921 -0.000122 3.668160e-04 -1.078909e-03 1.923445e-01 8.961421e-08 -3.072434e-07 5.571622e-05 2.181411e-04 2.475841e-04 2.896683e-04 -3.358411e-05 -1.445502e-07 -1.384893e-07 5.35854e-06 1.00830e-03 -1.9486056679e-04 8.1879471745e-04 7.5996046456e-05 
4.002 2.113711 2.075495 -0.000319 -0.406077 0.409028 -0.000213 6.100613e-04 -1.343878e-03 1.922709e-01 1.527324e-07 -3.836624e-07 5.569512e-05 2.318182e-04 2.339079e-04 2.896689e-04 -3.665487e-05 -2.442226e-07 -1.973808e-07 5.35458e-06 1.10377e-03 -1.9486047690e-04 9.1426507411e-04 1.8025390602e-05 
5.000 1.670971 2.441606 -0.000573 -0.478450 0.322237 -0.000279 8.472009e-04 -1.519390e-03 1.922467e-01 2.148206e-07 -4.373867e-07 5.568832e-05 2.456187e-04 2.201089e-04 2.896691e-04 -3.438047e-05 -3.840283e-07 -2.367017e-07 5.35337e-06 1.08997e-03 -1.9486036386e-04 9.0046370544e-04 3.3323637054e-06 
6.000 1.163523 2.714838 -0.000842 -0.533300 0.222399 -0.000251 1.011214e-03 -1.580842e-03 1.922375e-01 2.581749e-07 -4.620095e-07 5.568585e-05 2.575848e-04 2.081450e-04 2.896689e-04 -2.708612e-05 -5.491915e-07 -2.346951e-07 5.35295e-06 1.02265e-03 -1.9486023553e-04 8.3314748538e-04 4.1368973899e-06 
7.000 0.611037 2.883492 -0.001079 -0.568150 0.113839 -0.000231 1.134759e-03 -1.584600e-03 1.921602e-01 2.923340e-07 -4.723219e-07 5.566329e-05 2.659381e-04 1.997936e-04 2.896665e-04 -1.583844e-05 -7.168822e-07 -1.797423e-07 5.34867e-06 9.60104e-04 -1.9486026896e-04 7.7059264856e-04 3.9291900272e-06 
8.000 0.034596 2.941067 -0.001319 -0.580921 0.000887 -0.000253 1.218325e-03 -1.558801e-03 1.922700e-01 3.180114e-07 -4.750420e-07 5.569479e-05 2.694631e-04 1.962704e-04 2.896632e-04 -2.278499e-06 -8.650304e-07 -7.195101e-08 5.35478e-06 9.21084e-04 -1.9486037313e-04 7.3157801944e-04 2.2020464144e-06 
9.000 -0.543103 2.884986 -0.001581 -0.570631 -0.112883 -0.000266 1.238382e-03 -1.520791e-03 1.927435e-01 3.291179e-07 -4.741966e-07 5.583212e-05 2.676408e-04 1.980955e-04 2.896624e-04 1.163463e-05 -9.719805e-07 7.974449e-08 5.38120e-06 9.06147e-04 -1.9486023522e-04 7.1666829425e-04 1.0189966046e-06 
